K,Rem,cdrag
0.324,1295.1068176961692,2.949833128170811
0.324,1244.9287892028929,2.917333591706657
0.324,1179.4660825229469,2.5450538110657743
0.324,8499.767321291178,2.073164643282328
0.324,8499.767321291178,2.550408751914115
0.324,6597.370190813257,2.42954615120825
0.324,5643.1248147468605,2.784935151477236
0.324,5093.188765158243,2.6295309001508893
0.324,4624.397944247816,2.704660520013193
0.324,4407.363437215391,2.733086681946395
0.324,4168.476784442873,2.667885963110077
0.324,3988.038502584994,2.598588810002043
0.324,3741.0589212558993,2.1673315324380567
0.349,2652.667710516305,2.470372798634524
0.349,2652.667710516305,2.5503876699457013
0.349,2132.14966140393,2.5201850812661686
0.349,2617.308870165792,2.4853827935872648
0.349,2617.308870165792,2.583212931979751
0.349,2075.9844110661497,2.577376084437593
0.349,2978.3550200832024,2.294233444055506
0.349,2978.3550200832024,2.4680506212977886
0.349,2372.5505293529686,2.584346554108921
0.349,2842.649636687468,2.327650338447791
0.349,2842.649636687468,2.508969233224105
0.349,2266.1837637931567,2.646221732399776
0.349,8663.728442436863,2.0292466964050067
0.349,8663.728442436863,2.1603048404712557
0.349,6884.3659781742845,2.314175890010327
0.349,2779.56891468658,2.185610658842676
0.349,2779.56891468658,2.6493259608767543
0.349,2142.5401254140907,2.8534798233232643
0.349,1774.0565210376894,2.9270480764575697
0.349,1568.941161662398,2.895793362570666
0.349,1403.5656163114145,2.912587650765824
0.349,1322.440739781347,2.91292679575527
0.349,1213.1686153033688,2.8169405543318007
0.349,1161.4191317833918,2.7852899060474843
0.349,1136.1736116295594,1.9105147938185787
0.349,2742.532014901624,2.196781664850232
0.349,2742.532014901624,2.683839727123864
0.349,2086.692212884614,2.917855452731287
0.349,1700.4496175939703,3.021321351784718
0.349,1478.0053954147163,3.0218887108153583
0.349,1297.7101740522064,3.07187637500624
0.349,1199.1344226329024,3.110966718965318
0.349,1077.528843751542,3.0472980646672863
0.349,1009.4275243713138,3.0069046886984845
0.349,979.9644269932302,2.0675818994561337
0.349,2997.9196821371365,2.359095861566971
0.349,2997.9196821371365,2.659340866935748
0.349,2333.711458430295,2.749090347079952
0.349,2009.302971725283,2.8583794810826864
0.349,1748.6231747711424,2.821280575257116
0.349,1573.7640882211713,2.78893607047356
0.349,1494.9246360429868,2.8869261856985
0.349,1412.2126288531283,2.780997754970251
0.349,1346.4649272162758,2.9722367388727746
0.349,1291.3288101853402,2.6896873888383523
0.349,2861.317933897752,2.3917137765970904
0.349,2861.317933897752,2.70512004031687
0.349,2229.145782153237,2.794019788290024
0.349,1921.081439652967,2.910615986081855
0.349,1672.410252212349,2.884452032317751
0.349,1505.6887945265603,2.850372072026471
0.349,1430.263554374358,2.95372863129736
0.349,1350.962029914139,2.8184336776259395
0.349,1301.12830197051,2.9816391415834937
0.349,1262.084001101477,2.711094265485762
0.349,8658.14497468397,2.0937658787015696
0.349,8658.14497468397,2.3365076858843
0.349,6798.528247780401,2.4132681519315917
0.349,5850.7092166674975,2.534376023326379
0.349,5236.9350422042135,2.4608001520219225
0.349,4793.813210558466,2.509146239318836
0.349,4626.395904629824,2.596560699334406
0.349,4368.126637168804,2.4874255323589995
0.349,4169.80981139761,2.6235657494313345
0.349,4025.6768365234543,2.49206116661492
0.373,2747.352168898268,2.42828075700288
0.373,2747.352168898268,2.6677490063282656
0.373,2038.124580678786,2.3152774550360857
0.373,2710.9438112463536,2.440698304669382
0.373,2710.9438112463536,2.7031503963171515
0.373,1985.8948630846544,2.3680846507844278
0.373,2968.7774467057598,2.351270676805333
0.373,2968.7774467057598,2.6004510027425454
0.373,2300.509573098214,2.597919294813132
0.373,2833.4900376268806,2.384084294866182
0.373,2833.4900376268806,2.6504636714962406
0.373,2197.359835499721,2.6601184594553207
0.373,8503.829269412488,2.092836014165236
0.373,8503.829269412488,2.3457245650614325
0.373,6659.844453239944,2.425572053159355
0.373,2736.0482077816305,2.336910739436284
0.373,2736.0482077816305,2.702502905013937
0.373,2108.785782328771,2.595735759394413
0.373,1773.095963856634,2.7846479212594994
0.373,1639.4706541266771,2.936191342283068
0.373,1450.837409571024,3.030490853443888
0.373,1352.305576660821,2.783248950964728
0.373,1235.7281069918126,2.779740729711255
0.373,1173.8140029730414,2.675005412459784
0.373,1167.908208368498,1.937229961466764
0.373,2698.452662827148,2.3498946019551497
0.373,2698.452662827148,2.7391871563627683
0.373,2052.653816326167,2.655191359300852
0.373,1699.913527281814,2.8724540189903385
0.373,1546.050259443071,3.0606660993491
0.373,1343.8455701221571,3.191891665815781
0.373,1229.2801000786142,2.967596872199208
0.373,1100.4363607126152,3.003149690115687
0.373,1023.3253468957982,2.8906461413624904
0.373,1009.1793998874014,2.096696990443892
0.373,2970.1950839977344,2.4814921893306328
0.373,2970.1950839977344,2.6763827555256
0.373,2344.2748471167347,2.711461357696769
0.373,1979.6658134642691,2.862836542823084
0.373,1764.0032989793974,2.7776831800508592
0.373,1577.2333249108983,2.643939593305745
0.373,1536.86798958601,2.8959144631385016
0.373,1453.085640636487,2.7886804455740704
0.373,1362.4992007911123,3.0340482073398487
0.373,1312.2002493474731,2.31879534220342
0.373,2834.866918548566,2.519657129257846
0.373,2834.866918548566,2.7207144734647963
0.373,2239.1770411148723,2.7601729229834238
0.373,1892.704306169386,2.914705922305219
0.373,1687.0750231168786,2.8460464006848105
0.373,1508.9629653726097,2.7023405568005163
0.373,1470.4125443922298,2.959110172194736
0.373,1390.086396213144,2.831670984537669
0.373,1314.5936541598069,3.0495285353366643
0.373,1279.566156746994,2.3511738329214467
0.373,8552.782322559915,2.2306594531545025
0.373,8552.782322559915,2.330261050500917
0.373,6716.366346667566,2.364714628495841
0.373,5819.708694451395,2.605652842733277
0.373,5207.924594009592,2.5504818578355515
0.373,4725.349834772631,2.357867173589812
0.373,4612.552664279991,2.6786550031056744
0.373,4413.0751681232505,2.499366853589648
0.373,4153.624531838451,2.737556391488925
0.373,4053.542819712356,2.0310035489344407
0.398,2785.964355925049,2.288730291012064
0.398,2785.964355925049,2.5425310891102746
0.398,2198.834422894377,2.405074123445359
0.398,2749.0519318473443,2.3006518455550675
0.398,2749.0519318473443,2.57395181899459
0.398,2142.3941775119238,2.458510729690937
0.398,3050.4501131977117,2.078521261970794
0.398,3050.4501131977117,2.35935570942126
0.398,2392.765553343488,2.4283457900061407
0.398,2911.405258332309,2.106152739363901
0.398,2911.405258332309,2.4025312139585684
0.398,2285.282551742236,2.484976532610314
0.398,8800.516089873861,1.8000662689824038
0.398,8800.516089873861,2.1450524566132976
0.398,6906.890007723249,2.19741942908472
0.398,2697.2581839142185,2.2729833318451838
0.398,2697.2581839142185,2.453293497789477
0.398,2231.97858064843,2.885654738773694
0.398,1840.5200646620665,2.460025165743249
0.398,1609.6708197542073,2.791183404442819
0.398,1565.0232842695134,2.780892894995878
0.398,1396.3705042134911,2.62183649079318
0.398,1339.314012016882,2.6583461267325026
0.398,1281.7079968916971,2.7356114717920827
0.398,1227.812758294304,2.2123362111995686
0.398,2661.4796520561254,2.286244844294674
0.398,2661.4796520561254,2.484208459933041
0.398,2175.54030020406,2.94756869206466
0.398,1767.871185575916,2.535829357470756
0.398,1523.129523327223,2.900496844347541
0.398,1456.3199623821044,2.9221919599011232
0.398,1276.031947002764,2.7836357094179798
0.398,1201.8400837079491,2.8528453368137634
0.398,1129.017858492265,2.958519349935216
0.398,1065.0490878836365,2.393097876513803
0.398,3024.475852533203,2.2861198131577027
0.398,3024.475852533203,2.422924635093812
0.398,2443.270044047894,2.454782475215746
0.398,2056.25288437396,2.7581649846269096
0.398,1932.0589215198945,2.6363802835187644
0.398,1725.7610301532798,2.5604843728427635
0.398,1589.1370321050665,2.935570490439759
0.398,1554.4188064244463,2.635944350855514
0.398,1399.3470650897495,2.571868747405494
0.398,1427.0505870848451,2.4762669784418128
0.398,2886.654677515213,2.3223441043382205
0.398,2886.654677515213,2.461416328745963
0.398,2333.651661974942,2.5069509324679
0.398,1965.8477497872195,2.8088019850925234
0.398,1847.6615751876368,2.688760863471648
0.398,1650.9078449558872,2.6245664103772253
0.398,1520.479155244627,2.990840631700028
0.398,1487.100398089807,2.704354910227503
0.398,1343.7587333907345,2.595608168770449
0.398,1384.471180645458,2.5007776229095966
0.398,8706.654894532658,1.9772203744580252
0.398,8706.654894532658,2.125011733370099
0.398,7139.526317092785,2.122863809194864
0.398,6100.586268679476,2.395347413676444
0.398,5769.054357184203,2.3268256953747866
0.398,5289.30819928223,2.212386381981645
0.398,4839.740920076938,2.5791854658567903
0.398,4801.771431656844,2.259757720170583
0.398,4368.567472645676,2.2885247708775727
0.398,4489.617899408376,2.2297918400266896
0.422,2772.8092869244083,2.350266158680093
0.422,2772.8092869244083,2.387042070586584
0.422,2189.980335323998,2.382105562313889
0.422,2737.532805370319,2.362900302669557
0.422,2737.532805370319,2.416979386051352
0.422,2136.860617463484,2.4319497788188142
0.422,3064.3646171035016,2.287102915470785
0.422,3064.3646171035016,2.2008452483678704
0.422,2478.4236467863543,2.5843834182654075
0.422,2924.627387483211,2.3240398496283587
0.422,2924.627387483211,2.236524684461066
0.422,2367.0604715622235,2.6459288624713317
0.422,8838.266008440114,1.99335404867553
0.422,8838.266008440114,1.8992074571123152
0.422,7371.245644312059,2.310971659202673
0.422,2815.13003957284,2.29908712546859
0.422,2815.13003957284,2.429428176341068
0.422,2234.22948445916,2.668069644618495
0.422,1821.919769237352,2.7254757182817424
0.422,1656.304876721362,2.5933080901489003
0.422,1537.5287859737389,2.772770274714357
0.422,1459.3375665805745,2.659244317777895
0.422,1392.9374830172765,2.666650455549752
0.422,1303.79840509653,2.633008751609101
0.422,1243.5418277149106,1.8203033532097048
0.422,2778.5603413158588,2.311811503243673
0.422,2778.5603413158588,2.459700660691859
0.422,2178.159672103925,2.725504334060371
0.422,1750.911581596687,2.807353928149389
0.422,1567.9803425363048,2.6952700229512376
0.422,1432.300957009397,2.908280420324312
0.422,1337.858270247909,2.815231945416196
0.422,1255.6666120017965,2.854081748053852
0.422,1153.7466188994767,2.8477151834878582
0.422,1080.63564661053,1.97340545057042
0.422,2974.965206014177,2.409989425465486
0.422,2974.965206014177,2.3076923105709897
0.422,2466.457951031682,2.554147487801298
0.422,2102.428922767433,2.477904073095518
0.422,1888.907536574808,2.4896862731064493
0.422,1790.511831368971,2.744938572937325
0.422,1659.1205296802225,2.6207551605536774
0.422,1542.198441131727,2.5664227465805047
0.422,1476.9760790252262,2.8317244564468047
0.422,1444.7336312459174,2.2936015423465883
0.422,2839.400162574634,2.452753773911053
0.422,2839.400162574634,2.346054471369197
0.422,2355.766495997047,2.601877610058745
0.422,2009.912401986159,2.5324883984428257
0.422,1806.3605294958004,2.540377337136915
0.422,1712.769399596437,2.8025713027297754
0.422,1587.4710560373665,2.681856681239918
0.422,1475.4490028469872,2.63007988673315
0.422,1413.6361163891424,2.8722779686651903
0.422,1395.3197662071511,2.3392640036223797
0.422,8618.073213444237,2.059307981848388
0.422,8618.073213444237,1.9837182591720195
0.422,7200.666195530562,2.217472242689773
0.422,6321.101729632608,2.186492129432933
0.422,5711.990403484628,2.162715831426886
0.422,5420.380979422087,2.384090654221085
0.422,5098.133958499923,2.251003110487353
0.422,4775.273771250728,2.2098051581353864
0.422,4607.446273684853,2.461188079622206
0.422,4531.191302050064,2.1203495796732743
0.447,2746.7369709661907,2.283899667746281
0.447,2746.7369709661907,2.320559989982904
0.447,2164.562039745466,2.396365621596789
0.447,2710.5792837642043,2.296620489041036
0.447,2710.5792837642043,2.350678344156066
0.447,2111.3624797029893,2.446672229042949
0.447,2964.3096437474096,2.231504634376526
0.447,2964.3096437474096,2.514394091803584
0.447,2432.4020470907653,2.583083049226613
0.447,2829.080940991533,2.2689883266824844
0.447,2829.080940991533,2.559597747824113
0.447,2323.018531066853,2.647717551440592
0.447,8569.096489549747,1.6915589460482736
0.447,8569.096489549747,2.200188492523222
0.447,6995.803941223411,2.171061032551121
0.447,2792.841585242358,2.0371895578150743
0.447,2792.841585242358,2.43578253637777
0.447,2213.052707127313,2.428350926097067
0.447,1884.564952401721,2.4426124156421007
0.447,1762.2611252114257,2.863971786155775
0.447,1626.6586124404994,2.5677402276649737
0.447,1471.3708293387435,2.682873287358445
0.447,1442.357006193569,2.300940174782148
0.447,1299.8547007763025,2.671016739854976
0.447,1346.59990007922,2.5235057803460945
0.447,2757.592199493641,2.047487257388964
0.447,2757.592199493641,2.4652123915150224
0.447,2160.3482783119384,2.4783315181713204
0.447,1815.1065914112075,2.51072390278521
0.447,1674.3914406862195,2.96838173907099
0.447,1521.7267284970485,2.6876744372200942
0.447,1354.619840875321,2.8293396764969216
0.447,1307.8695202163967,2.454772624452504
0.447,1159.567565458177,2.875341527008498
0.447,1179.8626835265316,2.7328491528395458
0.447,3032.1177966213377,1.947822796625072
0.447,3032.1177966213377,2.558584993413027
0.447,2369.7942541082525,2.345518779497596
0.447,2174.1447430821613,2.4083513367221694
0.447,1988.523719208504,2.575699794603914
0.447,1802.327056438394,2.409069194472156
0.447,1723.5166040987804,2.7182854239796685
0.447,1624.4788512824618,2.460583947998165
0.447,1506.890622574199,2.8660957402756506
0.447,1502.1047245444422,2.542890307314206
0.447,2893.8593397265545,1.9728698023707767
0.447,2893.8593397265545,2.6129708897518937
0.447,2263.2955456477903,2.391622615407273
0.447,2078.028672806598,2.4535074107215773
0.447,1901.4971127154824,2.6345778990802504
0.447,1723.947025301101,2.46107790401908
0.447,1649.03891617263,2.774921727586201
0.447,1554.2208783110332,2.527248582992957
0.447,1441.5729278061494,2.919015825591953
0.447,1445.550004517885,2.589780007580192
0.447,8624.87537284255,1.5408428822298104
0.447,8624.87537284255,2.2045390483841745
0.447,6945.630015207264,2.089317885749522
0.447,6398.278784825716,2.156532528262777
0.447,5894.632755532462,2.268845445878698
0.447,5454.403932491523,2.236469705893906
0.447,5226.860200290219,2.363930272127714
0.447,4906.997323441782,2.2685024749986376
0.447,4710.606112465308,2.370297179664675
0.447,4655.520191392888,2.309063548769596
0.471,2721.797762791972,2.463953626486871
0.471,2721.797762791972,2.3907718838086263
0.471,2208.4740533168742,2.482575491161147
0.471,2684.5781867970027,2.478804994269977
0.471,2684.5781867970027,2.4212893500248045
0.471,2154.340115474453,2.5332630728978054
0.471,3028.815260657489,2.212833185849213
0.471,3028.815260657489,2.4533781979467677
0.471,2370.31697537134,2.2723552852475817
0.471,2890.727279295525,2.245460486072868
0.471,2890.727279295525,2.5045628654573626
0.471,2263.7284384266272,2.331042640994161
0.471,8697.377564534056,1.8693232305513747
0.471,8697.377564534056,2.1440523721905462
0.471,6811.906175506413,1.8731624657769868
0.471,2801.2341540162165,2.222690844077382
0.471,2801.2341540162165,2.0772358163542064
0.471,2218.623273381584,2.4089581058804987
0.471,2036.336635200996,2.870198616622811
0.471,1760.156289914112,2.1924481760407426
0.471,1671.7275911144336,2.472576447788599
0.471,1522.006454543544,2.394565824165579
0.471,1482.9882622865491,2.6536622209678216
0.471,1381.7409177081972,2.277417181707224
0.471,1335.3705687560594,2.198589319385956
0.471,2763.0431116420077,2.2352603096740475
0.471,2763.0431116420077,2.103381834332862
0.471,2165.709924091016,2.454609461598823
0.471,1963.8118327057136,2.9491274952705084
0.471,1674.8045503950575,2.268412832709839
0.471,1567.9304869090106,2.582182915966409
0.471,1406.56870130538,2.5202196834221886
0.471,1350.1015342481066,2.8205146355596766
0.471,1237.9040567469733,2.445452727323667
0.471,1176.9254621743878,2.382498120785636
0.471,2967.668669466617,2.162447010046036
0.471,2967.668669466617,1.979762470019396
0.471,2579.584709252935,2.630036652294692
0.471,2166.439514183965,2.556120928649859
0.471,1979.897175594601,2.5171131267496025
0.471,1817.546297108579,2.588441292705491
0.471,1731.1221906686544,2.508063091086673
0.471,1647.307519644127,2.832560519379951
0.471,1561.8579471241371,2.3847414395360733
0.471,1507.530101204948,2.6541645259604936
0.471,2834.2675422602483,2.211352794202048
0.471,2834.2675422602483,2.0176897986506206
0.471,2468.3541427495798,2.6915465078885044
0.471,2064.053375018257,2.565457317980482
0.471,1890.663245381617,2.5655268669796816
0.471,1739.6404348649858,2.598084140881333
0.471,1663.9237592860609,2.543431917267526
0.471,1574.4845654713438,2.524091568356813
0.471,1490.1302260884152,2.776939285936263
0.471,1464.8300834147203,2.6375255201855485
0.471,8391.453453548052,1.944759765924523
0.471,8391.453453548052,1.967599088490665
0.471,7187.729242437933,2.3327094616110564
0.471,6117.144554252753,2.2569278930621475
0.471,5696.517932766538,2.328090125499935
0.471,5337.158568494057,2.355560495207221
0.471,5147.5392007743285,2.340004771100602
0.471,4846.720191513237,2.386920824535018
0.471,4681.891215885045,2.329464728949772
0.471,4544.852641213923,2.2675187754802546
0.496,2802.069512508172,2.4135873017161336
0.496,2802.069512508172,2.4250035061600586
0.496,2129.616515607784,2.3357975827628428
0.496,2763.169340512596,2.427507728608538
0.496,2763.169340512596,2.458311090073972
0.496,2075.739986490617,2.384130110043645
0.496,2923.8877625409805,2.369845282815808
0.496,2923.8877625409805,2.4857226320003813
0.496,2454.505424729679,2.4436017912147725
0.496,2790.718010133485,2.4138907664711926
0.496,2790.718010133485,2.5381335559384866
0.496,2344.258112248202,2.499947411962554
0.496,8283.218658626965,2.17729134278948
0.496,8283.218658626965,2.3704465671574098
0.496,6945.681454304099,2.249884089076314
0.496,2734.9937410161533,2.256533334489319
0.496,2734.9937410161533,2.3978627308016858
0.496,2244.3005708381256,2.5839760001633247
0.496,2012.929943155632,2.646783806863486
