K,Rem,frictionFactor
1.2,2553.3163615662525,2.598895113767777
1.2,2553.3163615662525,2.720292803914577
1.2,2495.109302939098,2.5406776574355376
1.2,2553.161652459878,2.5989832601443323
1.2,2553.161652459878,2.720428775511816
1.2,2494.886510254955,2.5408454756081245
1.2,2552.949958637167,2.5991038911916178
1.2,2552.949958637167,2.720613330136894
1.2,2494.584176771601,2.5410768288914314
1.2,2552.6568696268246,2.5992709372835585
1.2,2552.6568696268246,2.72086106122964
1.2,2494.1784641086483,2.5413808276355025
1.2,2552.3231098911174,2.5994612103763397
1.2,2552.3231098911174,2.721157426304731
1.2,2493.6932762339848,2.541752984800959
1.2,2551.916137816256,2.599693288437237
1.2,2551.916137816256,2.721507317348242
1.2,2493.120702368501,2.542184278802067
1.2,2551.452259330008,2.599957907979745
1.2,2551.452259330008,2.721910775633896
1.2,2492.460795519069,2.542683854749437
1.2,2550.923365667113,2.600259732857141
1.2,2550.923365667113,2.722372712079485
1.2,2491.705669106982,2.5432563376078425
1.2,2550.337626860257,2.6005941437657896
1.2,2550.337626860257,2.722883455864193
1.2,2490.871289897778,2.543897278912751
1.2,2549.695077398632,2.600961165825433
1.2,2549.695077398632,2.723447928994555
1.2,2489.949785301255,2.5446022326450914
1.2,2548.979493803292,2.6013701225149983
1.2,2548.979493803292,2.7240710675663893
1.2,2488.9333006199035,2.5453758570954954
1.2,2548.1990586525367,2.6018164037816707
1.2,2548.1990586525367,2.7247529519685054
1.2,2487.8219383103306,2.54621827719756
1.2,2547.3619504935277,2.602295396701801
1.2,2547.3619504935277,2.725479046896274
1.2,2486.6396105139734,2.5471250707417967
1.2,2546.468218538642,2.602807137327992
1.2,2546.468218538642,2.7262640543786034
1.2,2485.3626167934785,2.548100936574768
1.2,2545.509794399564,2.603356319257476
1.2,2545.509794399564,2.727108075908868
1.2,2483.991085641825,2.549150598389164
1.2,2544.4867424295053,2.60394298976864
1.2,2544.4867424295053,2.7280014537819968
1.2,2482.5409988037222,2.5502650984295734
1.2,2543.407246273809,2.604562540011077
1.2,2543.407246273809,2.728949171345524
1.2,2481.004559962536,2.5514446056901896
1.2,2542.263257458444,2.6052196784644104
1.2,2542.263257458444,2.729956231716925
1.2,2479.373997397233,2.5526984559194927
1.2,2541.054852674295,2.605914461815502
1.2,2541.054852674295,2.7310129770885654
1.2,2477.6652912183304,2.5540131175179663
1.2,2539.7821128811506,2.6066469500451834
1.2,2539.7821128811506,2.73213421669859
1.2,2475.8548742588555,2.5554071286775675
1.2,2538.461325529111,2.6074078672746377
1.2,2538.461325529111,2.733300498564966
1.2,2473.9745346743694,2.556866967119644
1.2,2537.068264983855,2.6082112802028283
1.2,2537.068264983855,2.734526657326819
1.2,2472.0007358639737,2.558392855940304
1.2,2535.6192224146425,2.6090479160785183
1.2,2535.6192224146425,2.7358079414061134
1.2,2469.941561797949,2.5599896332641694
1.2,2534.106193518041,2.60992251694754
1.2,2534.106193518041,2.7371445042730524
1.2,2467.797200833191,2.561657561235732
1.2,2532.5454484290976,2.61082579497653
1.2,2532.5454484290976,2.7385365062481206
1.2,2465.5678488990784,2.56339691420209
1.2,2530.9128249475275,2.611771864673482
1.2,2530.9128249475275,2.739984114550546
1.2,2463.2537094529976,2.565203355508315
1.2,2529.21652086868,2.612756129663694
1.2,2529.21652086868,2.741487503348948
1.2,2460.854993434248,2.5670817940088337
1.2,2527.456649177612,2.6137786755548627
1.2,2527.456649177612,2.7430567287701377
1.2,2458.356210528101,2.5690418148464955
1.2,2525.649457531917,2.6148301989736704
1.2,2525.649457531917,2.744672240765573
1.2,2455.78901819064,2.5710652076226244
1.2,2523.778915613099,2.6159201690920346
1.2,2523.778915613099,2.746349047758506
1.2,2453.1300872065003,2.5731569168768704
1.2,2521.837093029357,2.61705338520077
1.2,2521.837093029357,2.748082415403723
1.2,2450.387512970552,2.5753265881603653
1.2,2519.8482820805343,2.6182158333988874
1.2,2519.8482820805343,2.7498675920298714
1.2,2447.569368013916,2.5775606035039798
1.2,2517.7964945410704,2.6194170156276217
1.2,2517.7964945410704,2.751714712765713
1.2,2444.6602511994406,2.579873317381065
1.2,2515.689903780775,2.6206523199797878
1.2,2515.689903780775,2.7536190470759183
1.2,2441.6682572091463,2.582260458223239
1.2,2513.504537287536,2.6219360066383346
1.2,2513.504537287536,2.7555808274634863
1.2,2438.5936556604297,2.584717733979874
1.2,2511.272676527578,2.623249310071369
1.2,2511.272676527578,2.757605283946319
1.2,2435.4289326646644,2.587259642069034
1.2,2508.978393919077,2.6246017800949386
1.2,2508.978393919077,2.759687689191222
1.2,2432.182180276681,2.5898678176184045
1.2,2506.6298529612445,2.625988799500907
1.2,2506.6298529612445,2.761823293825754
1.2,2428.8614618099477,2.5925520913295785
1.2,2504.219183188698,2.627415217152377
1.2,2504.219183188698,2.764017350890624
1.2,2425.459283998384,2.5953081878596667
1.2,2501.7545418256914,2.628876412314686
1.2,2501.7545418256914,2.76627515266363
1.2,2421.9681976493007,2.5981412906197185
1.2,2499.2200869882904,2.6303820028811624
1.2,2499.2200869882904,2.768597003154061
1.2,2418.388543077096,2.600768222418185
1.2,2496.631974886038,2.631922623054568
1.2,2496.631974886038,2.77096810021898
1.2,2414.7438678249537,2.6034120520989696
1.2,2493.998330599185,2.6334936294670457
1.2,2493.998330599185,2.773398781631871
1.2,2411.018989428979,2.6061247067336755
1.2,2491.2794346891974,2.635118974273525
1.2,2491.2794346891974,2.7759095761943584
1.2,2407.1833891230176,2.6089193163505757
1.2,2488.523303631885,2.636770203009072
1.2,2488.523303631885,2.77846544671362
1.2,2403.291442969885,2.6117751497591004
1.2,2485.698232146215,2.6384665350063754
1.2,2485.698232146215,2.78108185567949
1.2,2399.3203261927606,2.614692589597444
1.2,2482.828265957226,2.640193777141317
1.2,2482.828265957226,2.783589253420741
1.2,2395.4165686106744,2.6176848299558624
1.2,2479.897668165958,2.641961634841872
1.2,2479.897668165958,2.786015975910642
1.2,2391.555358887096,2.620743807710452
1.2,2435.0570947934502,2.668945382781394
1.2,2435.0570947934502,2.793589381230684
1.2,2379.5847948958367,2.609105836774153
1.2,2434.969435046344,2.668997423063977
1.2,2434.969435046344,2.793666548857788
1.2,2379.463440040668,2.609203346701128
1.2,2434.8306463631934,2.6690798243286187
1.2,2434.8306463631934,2.793793657772848
1.2,2379.263573823557,2.609360225790988
1.2,2434.640736758893,2.6691925921994115
1.2,2434.640736758893,2.7939661812308767
1.2,2378.9923514297698,2.6095764954613188
1.2,2434.3778074150127,2.669348748060133
1.2,2434.3778074150127,2.794197759363135
1.2,2378.628386969124,2.609860668930508
1.2,2434.0783918078864,2.6695266144902337
1.2,2434.0783918078864,2.794474795394822
1.2,2378.1931239570577,2.610208547563127
1.2,2433.713296504673,2.669743556852859
1.2,2433.713296504673,2.79480185943902
1.2,2377.6794648204886,2.6106116936639654
1.2,2433.29714907929,2.669990914160599
1.2,2433.29714907929,2.795178986610968
1.2,2377.087456132276,2.6110786500184444
1.2,2432.8226745783086,2.670273044226918
1.2,2432.8226745783086,2.795610763126883
1.2,2376.4100215831786,2.611613732600767
1.2,2432.2972017860047,2.670585627140269
1.2,2432.2972017860047,2.79608814502486
1.2,2375.6614839021745,2.6122127755726683
1.2,2431.7134650892376,2.670933027330445
1.2,2431.7134650892376,2.796620276941077
1.2,2374.827653452405,2.61287161516561
1.2,2431.0787971053915,2.6713109276427955
1.2,2431.0787971053915,2.7971981195151487
1.2,2373.9228588002675,2.6135945956721254
1.2,2430.378649893408,2.671728045211297
1.2,2430.378649893408,2.797835388097392
1.2,2372.9258131117444,2.6143818233214877
1.2,2429.6276556371545,2.6721757224840643
1.2,2429.6276556371545,2.798513942992989
1.2,2371.865092712224,2.615229154550316
1.2,2428.825857578596,2.6726539901223823
1.2,2428.825857578596,2.799247516668872
1.2,2370.7194329229387,2.616140968088647
1.2,2427.9660162445334,2.6731672312287507
1.2,2427.9660162445334,2.800036195412366
1.2,2369.4889466549434,2.617121663768538
1.2,2427.0481881823457,2.673715486005801
1.2,2427.0481881823457,2.800870946357562
1.2,2368.1879698129133,2.618162858035788
1.2,2426.0797141427174,2.674294443411488
1.2,2426.0797141427174,2.801756417250321
1.2,2366.809505415346,2.619264694458535
1.2,2425.053372153925,2.6749084991925764
1.2,2425.053372153925,2.8026972726296595
1.2,2365.3465780971305,2.6204358777305616
1.2,2423.969229608216,2.675557701537306
1.2,2423.969229608216,2.803684479491269
1.2,2363.813522338813,2.621663751706849
1.2,2422.8273576506376,2.676242101428107
1.2,2422.8273576506376,2.804731861365006
1.2,2362.1891905901334,2.622965612481625
1.2,2421.642367631533,2.6769530272892887
1.2,2421.642367631533,2.805821236325659
1.2,2360.502100607864,2.624328811727973
1.2,2420.3925231549792,2.6777036164039894
1.2,2420.3925231549792,2.8069664494436117
1.2,2358.731131713606,2.625753538757014
1.2,2419.0924388435865,2.6784851998388843
1.2,2419.0924388435865,2.808163049820594
1.2,2356.883533705065,2.6272442902846285
1.2,2417.734931550419,2.679302201835088
1.2,2417.734931550419,2.8094111677293823
1.2,2354.95947214421,2.628801288656087
1.2,2416.334597419192,2.6801459406181523
1.2,2416.334597419192,2.810710939228364
1.2,2352.9591192556823,2.6304247664999987
1.2,2414.869755806515,2.6810295940725952
1.2,2414.869755806515,2.812062506198886
1.2,2350.882653888496,2.63211065231705
1.2,2413.347759918922,2.681948861674562
1.2,2413.347759918922,2.813466016384279
1.2,2348.730261476326,2.633863502557816
1.2,2411.76870906446,2.6829038161064407
1.2,2411.76870906446,2.8149308409299656
1.2,2346.4880380511545,2.63569223302489
1.2,2410.1471796460432,2.683885762336576
1.2,2410.1471796460432,2.816438714306013
1.2,2344.184386569579,2.6375798252081704
1.2,2408.4687863023946,2.6849035361143
1.2,2408.4687863023946,2.8180036288881487
1.2,2341.79836868672,2.639530865520027
1.2,2406.7264108640225,2.68596161022902
1.2,2406.7264108640225,2.8196211480617515
1.2,2339.3372443183657,2.6415543206544942
1.2,2404.941848346461,2.68704689212634
1.2,2404.941848346461,2.821286820447315
1.2,2336.808253295807,2.6436374600317207
1.2,2403.1007503949227,2.6881682453389044
1.2,2403.1007503949227,2.8230100839700563
1.2,2334.1975700960334,2.645793637163788
1.2,2401.210448778104,2.689321356027177
1.2,2401.210448778104,2.8247865050535457
1.2,2331.51245404927,2.6480188347775218
1.2,2399.249429598517,2.6905195256699592
1.2,2399.249429598517,2.826616280490874
1.2,2328.7531422648863,2.650309018075324
1.2,2397.24665773336,2.691745229251784
1.2,2397.24665773336,2.828504266682117
1.2,2325.912886166218,2.652677661197139
1.2,2395.187838150075,2.6930073708666367
1.2,2395.187838150075,2.8304460325265506
1.2,2322.998942823233,2.6551076134766896
1.2,2393.080293963744,2.6943016320782616
1.2,2393.080293963744,2.8324371281512497
1.2,2320.018544055083,2.657607997345385
1.2,2390.916959719453,2.695632527579943
1.2,2390.916959719453,2.834482429213808
1.2,2316.964959468262,2.6601747913861087
1.2,2388.705153029204,2.6969957358863725
1.2,2388.705153029204,2.836586844525587
1.2,2313.831497439062,2.662812782708745
1.2,2386.4306542159784,2.6984002187496747
1.2,2386.4306542159784,2.838750630938714
1.2,2310.6184573438413,2.665526805125312
1.2,2384.1079593742857,2.699837227836047
1.2,2384.1079593742857,2.8409599698984302
1.2,2307.3469696956918,2.66830400588393
1.2,2381.7443578800976,2.701302422365735
1.2,2381.7443578800976,2.8432244702195746
1.2,2304.003401402351,2.671153649690132
1.2,2379.304199641962,2.7028181283641484
1.2,2379.304199641962,2.845563225938014
1.2,2300.568376180262,2.6740895420121307
1.2,2376.8305753766685,2.7043577983055203
1.2,2376.8305753766685,2.8479435719064923
1.2,2297.162544274498,2.677089915641967
1.2,2374.2950268179447,2.7059393417241124
1.2,2374.2950268179447,2.8503798839487438
1.2,2293.687062166401,2.6801551831840627
1.2,2371.719132329968,2.707549513557797
1.2,2371.719132329968,2.852872439228081
1.2,2290.1422137423774,2.683299219321214
1.2,2369.088764590496,2.709197349512944
1.2,2369.088764590496,2.855421522033045
1.2,2286.528287970826,2.686513564675967
1.2,7131.105904891073,2.327653210748768
1.2,7131.105904891073,2.5674822341827603
1.2,6908.01524021868,2.4311043223373585
1.2,7131.020332953521,2.3276683390662725
1.2,7131.020332953521,2.567511436678334
1.2,6907.870174757378,2.431139874170245
1.2,7130.870584327974,2.3276948140950986
1.2,7130.870584327974,2.5675531556815248
1.2,6907.662943228595,2.431195179088216
1.2,7130.635270883798,2.3277364189286525
1.2,7130.635270883798,2.567615736728438
1.2,6907.352106621368,2.4312662891087227
1.2,7130.357182354719,2.327785590194918
1.2,7130.357182354719,2.5676950104340794
1.2,6906.958398659419,2.4313650599272667
1.2,7130.014933197798,2.327846111528357
1.2,7130.014933197798,2.5677909798905043
1.2,6906.481832333914,2.4314796441311963
1.2,7129.608531882978,2.327917984699423
1.2,7129.608531882978,2.567907821955349
1.2,6905.901705315812,2.431621901617289
1.2,7129.13798846711,2.328001211810826
1.2,7129.13798846711,2.5680371952167587
1.2,6905.259473932269,2.4317799850150688
1.2,7128.603314593318,2.3280957952976915
1.2,7128.603314593318,2.568191625529902
1.2,6904.49301136147,2.4319657592742363
1.2,7128.004523490301,2.3282017379277327
1.2,7128.004523490301,2.56835859811464
1.2,6903.664490888915,2.4321713298294814
1.2,7127.3630127514325,2.328315258588768
1.2,7127.3630127514325,2.568542293036605
1.2,6902.753223606111,2.432392752373864
1.2,7126.636031215226,2.3284439287214376
1.2,7126.636031215226,2.5687468933091693
1.2,6901.738532951713,2.432641900931678
1.2,7125.844981464516,2.3285839682611345
1.2,7125.844981464516,2.568968232343189
1.2,6900.641164274343,2.4329108804681407
1.2,7125.011259375218,2.3287315957420267
1.2,7125.011259375218,2.569206318784583
1.2,6899.461153739049,2.4331997041235893
1.2,7124.113504780839,2.328890600118195
1.2,7124.113504780839,2.569456983771765
1.2,6898.219237101104,2.433508386012646
1.2,7123.130368673331,2.329064772683985
1.2,7123.130368673331,2.569736950818616
1.2,6896.832672203732,2.433844859313696
1.2,7122.0832517250665,2.329250332988362
1.2,7122.0832517250665,2.570029518879869
1.2,6895.384294998176,2.434197266384012
1.2,7121.014910410703,2.3294397107192677
1.2,7121.014910410703,2.5703346965430924
1.2,6893.874141226329,2.4345735438567755
1.2,7119.839904524485,2.3296480617939688
1.2,7119.839904524485,2.5706608568889022
1.2,6892.260886968362,2.434969751102265
1.2,7118.643717362271,2.3298602393670667
1.2,7118.643717362271,2.571003832670058
1.2,6890.565274443776,2.43538590752596
1.2,7117.340937228203,2.330091405349995
1.2,7117.340937228203,2.5713720060636214
1.2,6888.746017558137,2.435829964529979
1.2,7115.995672197622,2.330330198703101
1.2,7115.995672197622,2.5717528417391997
1.2,6886.865202975849,2.436294018480142
1.2,7114.586596665406,2.3305804156696373
1.2,7114.586596665406,2.572150537818075
1.2,6884.902216665714,2.436778092144241
1.2,7113.135089081137,2.330838271175432
1.2,7113.135089081137,2.572565109893035
1.2,6882.857123116501,2.4372822092861406
1.2,7111.598494206957,2.331111356850999
1.2,7111.598494206957,2.5730007639097217
1.2,6880.709340652863,2.437810366630618
1.2,7109.998197664068,2.33139588915017
1.2,7109.998197664068,2.5734491388945804
1.2,6878.500242832662,2.4383586215412314
1.2,7108.334238909852,2.33169187643304
1.2,7108.334238909852,2.573922826091988
1.2,6876.1679746696445,2.438930976600526
1.2,7106.627984763323,2.331995531214265
1.2,7106.627984763323,2.5744092704761985
1.2,6873.774540112718,2.4395274655814045
1.2,7104.858142210173,2.332310656655024
